회차,등위,상호명,당첨방식,소재지
936,1등,세방매점,자동,경북 경주시 유림로13번길 166 대성주유소
936,1등,1등 복권,수동,경기 시흥시 배곧4로 32-27 광장프라자 105호
936,1등,일등복권방,수동,경기 부천시 삼작로 481 영미빌딩
936,1등,천하명당,자동,경기 시흥시 신천3길 26-1 1층1호
936,1등,알뜰슈퍼,자동,경기 동두천시 평화로 2436-1 4/6
936,1등,정우빌딩,자동,경남 진주시 평거로 38 세븐일레븐 내
936,1등,로또복권판매,자동,경북 상주시 삼백로 159
935,1등,교통카드충전소,자동,서울 강남구 선릉로 309
935,1등,율암25시편의점,수동,경기 화성시 시청로 822-10
935,1등,대박로또,수동,서울 송파구 마천로57길 5 마천빌딩
935,1등,행운마트,수동,서울 노원구 중계로 96
935,1등,중구-가로가판대-37,자동,서울 중구 남대문로 20-2
935,1등,통일마트,수동,서울 종로구 종로 19 르메이에르종로타운 110-1호
935,1등,복드림로또판매점,자동,충북 충주시 첨단산업9로 13 1충
935,1등,정다운복권 조이마트,자동,인천 부평구 충선로 171 1층
935,1등,오천억복권방,수동,광주 서구 상무대로 1087
935,1등,장군슈퍼,수동,인천 연수구 청량로 104
935,1등,행운복권,자동,경기 성남시 중원구 시민로 120
935,1등,CU(망우점),수동,서울 중랑구 망우로 410
935,1등,스마일로또복권,수동,경기 평택시 탄현1로 104 104호
934,1등,당산로또명당점,자동,서울 영등포구 양평로 52
934,1등,대박복권마을,자동,서울 영등포구 당산로 140
934,1등,운수대통복권방,수동,전북 익산시 무왕로23길 3
934,1등,CU(포항오거리점),자동,경북 포항시 북구 죽도로 33
933,1등,또또와복권방,자동,세종 나성북로 30 퍼스트원 어반아트리움 189호
933,1등,로또카페,자동,서울 강서구 강서로74길 3 가양빌딩 1층 6호
933,1등,대화식품,자동,서울 금천구 가산로 53 3호
933,1등,명신사,자동,서울 마포구 월드컵로 97
933,1등,복권천국(성서점),자동,대구 달서구 성서로 377
933,1등,버스매표소 복권판매소,자동,인천 중구 참외전로 123 중앙로지하상가 163호
933,1등,현리행운복권방,자동,경기 가평군 조종희망로 14 엄마손해장국
933,1등,충청복권전문점,자동,충남 천안시 서북구 성환읍 성환2로 108
932,1등,정우,수동,경기 용인시 처인구 백옥대로 607 G마트 대농파머스건물내
932,1등,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
932,1등,365대박찬스,자동,경기 양주시 고읍로 96 그린프라자
932,1등,버스판매소,자동,서울 영등포구 영중로 13 신세계앞
932,1등,천운 복권방,자동,인천 미추홀구 매소홀로 468
932,1등,부일카서비스,자동,부산 동구 자성로133번길 35
932,1등,혹시나도,자동,충북 음성군 감곡면 장감로149번길 4-4 복권방
931,1등,나라시스컴,자동,서울 영등포구 영등포로 225 영신상가1호
931,1등,365팡팡복권,자동,경남 김해시 진영읍 장등로 53 상가136동108호
931,1등,복권방,자동,부산 사하구 장림번영로 25
931,1등,창미슈퍼,자동,경기 화성시 남양성지로 155
931,1등,가두판매점,자동,경기 안양시 만안구 안양로 265 우리은행 안양중앙지점 우리은행앞도로
931,1등,로또복권,자동,인천 서구 염곡로 343-4
931,1등,행운복권,자동,서울 노원구 동일로 992 1층
931,1등,이마트24 순천산단점,자동,전남 순천시 산단1길 6 중앙정밀기계마트
930,1등,민준복권,자동,경기 군포시 삼성로 5 해피시티 104호(부곡동 해피시티)
930,1등,하나로슈퍼복권방,자동,경기 성남시 수정구 수정로366번길 8 대경맨션 대경빌라102호
930,1등,그랜드로또,자동,경북 구미시 비산로5길 23
930,1등,완월로또,자동,경남 창원시 마산합포구 고운로 175 한미초록빌라 세븐일레븐 내
930,1등,복권명당,자동,경북 구미시 구미중앙로 72
930,1등,영화모음,자동,경기 수원시 장안구 금당로39번길 6 뉴타운프라자A-107
930,1등,패밀리복권방,자동,경기 남양주시 늘을2로14번길 3 에이스프라자1층106호
930,1등,함안 복권방,자동,경남 함안군 함안대로 552 1층
929,1등,나눔이매로또,수동,경기 성남시 분당구 이매동 120-7 구두28호점
929,1등,오거리복권방,자동,경기 수원시 권선구 구운동 921-8 1층(구운동) 주차장 안쪽
929,1등,나눔이매로또,수동,경기 성남시 분당구 이매동 120-7 구두28호점
929,1등,CU(용두으뜸점),자동,서울 동대문구 용두동 730-1번지
929,1등,신나라,자동,서울 영등포구 문래동3가 77-44
929,1등,행운 마트,수동,인천 남동구 만수2동 71-10번지
929,1등,복권판매점,반자동,인천 남동구 장수동 769-11 1동1층1호
929,1등,로또복권판매점,자동,부산 사하구 하단동 625-1
929,1등,동성슈퍼,자동,울산 울주군 언양읍 동부리 351-6 101호
929,1등,마이더스로또복권방,자동,경기 안양시 동안구 관양동 1505-7번지
929,1등,도깨비방망이,자동,전남 완도군 완도읍 군내리 1248-21번지 도깨비방망이
929,1등,나눔이매로또,수동,경기 성남시 분당구 이매동 120-7 구두28호점
929,1등,나눔이매로또,수동,경기 성남시 분당구 이매동 120-7 구두28호점
929,1등,로또판매점,자동,경기 포천시 신북면 가채리 23-2
929,1등,Goodday복권전문점,수동,경남 창원시 성산구 반지동 82-16번지
929,1등,대동복권방,자동,경남 김해시 부곡동 802-2 이마트편의점 좌측 복권판매점
928,1등,경동플러스,자동,부산 해운대구 좌동 1317 경동G-PLUS아파트상가103
928,1등,수퍼복권나라,수동,경남 김해시 율하동 1352-1 101호 복권판매점
928,1등,계대마트,수동,대구 달서구 신당동 1804-6번지 1층
928,1등,미소마트,자동,서울 강남구 대치동 891-42 1층
928,1등,우리은행금호동지점앞가판,반자동,서울 성동구 금호동4가 1109
928,1등,나눔로또 스포츠토토(김포장기점),수동,경기 김포시 장기동 1399 1층 110호
928,1등,천하명당복권방,자동,경남 거제시 옥포1동 582번지
927,1등,행운플러스,수동,대전 대덕구 덕암동 53-14
927,1등,복권명당,자동,대전 서구 만년동 112번지
927,1등,씨유역삼에클라트로또판매점,반자동,서울 강남구 역삼동 736-24 1층 씨유역삼에클라트점
927,1등,복권명당,자동,경북 구미시 원평동 123-18번지
927,1등,노다지복권방,자동,경기 시흥시 대야동 345-16번지 1층상가
927,1등,행운복권방,자동,경기 수원시 영통구 영통동 998-1 평익칼라스위트110호
926,1등,대박복권,자동,충남 홍성군 구항면 마온리 135-4 이마트24시편의점내
926,1등,행운복권마트,수동,서울 종로구 숭인동 65-22
926,1등,헬로마트,자동,서울 도봉구 도봉2동 89-148번지
926,1등,씨유(거창대동점),자동,경남 거창군 거창읍 대동리 702번지
926,1등,로또방양덕점,수동,경북 포항시 북구 양덕동 1751 포항시 북구 양덕동1751 이마트24포항양덕점
926,1등,로또복권 황성점,수동,경북 경주시 황성동 472-8 4호
926,1등,뉴빅마트,자동,부산 기장군 정관읍 매학리 748-5 106호
926,1등,명당일세,자동,경기 평택시 평택동 71-6
926,1등,성자점빵,자동,제주 제주시 이도이동 1080-9 1층
926,1등,나눔로또,자동,경남 함안군 칠원읍 구성리 650-8 1층
925,1등,GS25(계산동경점),수동,인천 계양구 계산동 1076-7번지 도쿄프라자1층2호
925,1등,행운복권방,자동,부산 중구 남포동5가 64-3번지
925,1등,25시슈퍼,자동,경기 시흥시 정왕동 1882-11번지 홍익프라자1층107호
925,1등,백석상회,반자동,경기 양주시 백석읍 복지리 130-1번지
925,1등,GS25(청담중앙점),수동,서울 강남구 청담동 21-9
925,1등,가로판매점,수동,서울 서대문구 창천동 510-5 창천동 동교동로터리
925,1등,한솔복권&마트,자동,인천 미추홀구 인천 1층 1호
925,1등,한국종합빌딩(복권),자동,인천 남동구 간석1동 558-1번지 1층
925,1등,우리들(북구청점),자동,울산 북구 연암동 417-1 1층 우리들편의점 내
925,1등,3정승로또복권방,자동,광주 북구 두암동 969-6 주공4단지 1층 우리마트
925,1등,평택21세기편의점,자동,경기 평택시 합정동 966-6 1층 21세기편의점
925,1등,터미널분식,자동,충남 부여군 부여읍 구아리 397
924,1등,로또복권방,자동,충남 당진시 송악읍 반촌리 792
924,1등,이마트24 광안리굿-7,수동,부산 수영구 광안동 158-64
924,1등,복권백화점,자동,서울 마포구 망원동 474-2번지
924,1등,지화자,자동,경기 성남시 수정구 창곡동 507 상가동 1층 119-1호
924,1등,복권백화점,자동,경기 파주시 금촌2동 329-135번지
924,1등,행운복권방,자동,경기 포천시 소흘읍 송우리 128-2
924,1등,로또명당인주점,자동,충남 아산시 인주면 신성리 188-8
924,1등,우리들공업탑점,자동,울산 남구 신정동 1233-3번지
924,1등,CU(초읍대공원점),자동,부산 부산진구 초읍동 171-2 목화빌딩
923,1등,CU(삼천포점),자동,경남 사천시 벌리동 258-4번지
923,1등,몽곡사,자동,서울 영등포구 영등포동2가 94-23번지 조광빌딩105호
923,1등,창원병원앞매표소,자동,경남 창원시 성산구 중앙동 104-1번지 가판
923,1등,다모아,자동,서울 구로구 구로동 29-21
923,1등,프로또마트,수동,서울 구로구 고척2동 265-7번지 1층4호
923,1등,명당골복권방,자동,경기 수원시 권선구 권선동 1295-3 104호
923,1등,로또복권4공단점,수동,경북 구미시 산동면 봉산리 380-2
923,1등,왕대박,자동,부산 동래구 사직3동 140-33번지
922,1등,로또판매점,수동,서울 관악구 신림동 1433-131 1층
922,1등,장미슈퍼,자동,충남 부여군 부여읍 동남리 739-9번지 부여군청 로터리 부근
922,1등,북문복권방,자동,경기 수원시 장안구 영화동 311-12
922,1등,로또명당인주점,수동,충남 아산시 인주면 신성리 188-8
922,1등,CU(구미사곡점),자동,경북 구미시 사곡동 481-5
922,1등,복권천국,수동,대구 중구 대봉동 13-17번지
921,1등,세방매점,자동,경북 경주시 용강동 754-3
921,1등,금도끼복권방,자동,경기 양평군 용문면 광탄리 74-5 1층
921,1등,SK행운편의점,자동,경기 오산시 수청동 619-5 베네치아B동 103호
921,1등,대림통상,자동,울산 중구 태화동 426 일신아파트상가102호
921,1등,GS25(대전월평점),자동,대전 서구 월평3동 312-1번지 진달래아파트상가
921,1등,제일슈퍼,자동,인천 연수구 동춘동 937번지 제일상가112호
921,1등,그린편의점,자동,광주 서구 매월동 948 23동 103호
921,1등,운수대통복권방,자동,충남 천안시 동남구 사직동 202-22 중앙시장 입구
921,1등,복권나라,자동,전남 목포시 옥암동 1153-5번지 103호 복권나라
921,1등,대박찬스,자동,서울 강북구 미아동 224-58번지
921,1등,버스판매소,자동,서울 영등포구 영등포동4가 440번지 신세계앞
921,1등,돈벼락복권방,자동,대구 북구 동변동 686번지 1층
921,1등,행복드림,자동,경기 화성시 반송동 103-3 104호
921,1등,금강복권,자동,경기 김포시 대곶면 율생리 350-5
921,1등,꿈의가게,자동,경남 김해시 대청동 306-9 102호 복권판매점
921,1등,굿럭스토어,수동,경북 경주시 용강동 1332-5 1층
921,1등,버스표판매소,자동,경기 고양시 덕양구 행신동 973 971번지선
920,1등,행복 복권판매점,수동,경남 양산시 상북면 석계리 78-17
920,1등,로또명당해미점,자동,충남 서산시 해미면 읍내리 295-4
920,1등,싱글벙글 6/45,자동,부산 연제구 연산동 1330-10 좌측 싱글벙글복권방
920,1등,열두보석복권방,수동,경기 용인시 기흥구 구갈동 351 구갈스포츠센터106호
920,1등,스카이편의점,자동,경기 안양시 만안구 박달1동 74-5번지
920,1등,천하명당초량점,자동,부산 동구 초량동 377-7번지
920,1등,행복 복권판매점,수동,경남 양산시 상북면 석계리 78-17
919,1등,상호없음,수동,서울 중구 태평로2가 43
919,1등,LOTTO가맹점,반자동,인천 연수구 선학동 352
919,1등,대일사,자동,경북 영천시 야사동 192-14번지
919,1등,훼미리팔공지묘점내로또복권판매점,자동,대구 동구 지묘동 818-1번지
919,1등,드림월드,자동,경기 성남시 수정구 산성동 1456
918,1등,천하명당복권방,수동,경남 진주시 장대동 130-8번지
918,1등,돈벼락맞은로또,자동,충남 천안시 서북구 직산읍 모시리 237-11 4공단 미니스톱 내
918,1등,나라시스컴,자동,서울 영등포구 영등포동5가 18-58번지 영신상가1호
918,1등,GS25(대전둔산점),수동,대전 서구 탄방동 837
918,1등,천사로또방,수동,경기 남양주시 금곡동 159-66 1층 7호
918,1등,복권명당,자동,대전 중구 중촌동 21-18번지
918,1등,이마트24사창대로점,자동,충북 청주시 서원구 사창동 185-1
918,1등,우리로또,자동,충남 서산시 지곡면 화천리 535-2 이마트24편의점
918,1등,복권명당,수동,충남 아산시 음봉면 덕지리 391-2
918,1등,새로나마트,자동,경기 부천시 심곡동 437-1 새로나마트
918,1등,롯데무역,수동,부산 영도구 영선동2가 197-2 1층 복권방
918,1등,배임,자동,서울 용산구 보광동 217-31 와룡문구내
918,1등,뉴빅마트,자동,부산 기장군 정관읍 매학리 748-5 106호
918,1등,스파편의점,수동,부산 사상구 주례동 506번지 창조상가106호
918,1등,올림픽점,자동,서울 송파구 문정동 634 테크노관 10층 T-1011호
918,1등,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
918,1등,복권방,수동,서울 구로구 구로동 409-80번지 1층
918,1등,복권명당,자동,경북 구미시 원평동 123-18번지
917,1등,강북구교통카드판매대,자동,서울 강북구 미아동 688-4 가판
917,1등,행운마트,자동,충남 아산시 인주면 공세리 114-18
917,1등,천하명당복권방,수동,충남 홍성군 홍성읍 오관리 321-4
917,1등,오포우림로또,자동,경기 광주시 오포읍 고산리 182-4 1층 109호
917,1등,대박복권방,자동,경기 양주시 광적면 가납리 728-8
917,1등,주택복권방,자동,강원 원주시 우산동 232-2 1층
917,1등,활력,수동,충남 서산시 동문동 425-6번지
917,1등,삼삼마트,자동,경남 진주시 봉곡동 27-3번지
917,1등,드림로또,자동,경남 양산시 북부동 491-4 CU양산황제점 내
917,1등,씨스페이스(영도대평점),자동,부산 영도구 대교동1가 84-3 대교동 사거리
916,1등,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr)
916,1등,GS25(하이비젼점),자동,인천 남동구 구월동 1141-7번지 하이비젼빌딩101호
916,1등,로또복권짱,수동,경기 용인시 처인구 마평동 582-3번지
916,1등,로또복권판매장,자동,서울 서초구 방배동 777-1
916,1등,토큰박스,반자동,서울 동작구 흑석동 102-25 가판점
916,1등,나눔로또,자동,세종 장군면 도계리 154-1 CU편의점
916,1등,고속로또,수동,전남 목포시 명륜동 6-5번지 약국 내
916,1등,장원급제로또복권방,수동,경기 이천시 장호원읍 진암리 7-3
916,1등,명성복권방,수동,경기 화성시 진안동 525-58
916,1등,대박의터,자동,강원 춘천시 동내면 학곡리 594
916,1등,마산부림마트,수동,경남 창원시 마산합포구 부림동 83-272번지 4필지
915,1등,행운로또,수동,경기 하남시 망월동 1108-1 101호
915,1등,왕대박로또,자동,전북 전주시 덕진구 만성동 1343-8
915,1등,공주복권방,수동,충남 공주시 산성동 136-4
915,1등,드림,자동,경기 수원시 권선구 세류동 130
915,1등,행운복권,자동,세종 조치원읍 죽림리 234-5
915,1등,GS25(계산동경점),자동,인천 계양구 계산동 1076-7번지 도쿄프라자1층2호
914,1등,왕대박(복권방),자동,대구 북구 칠성동2가 498-2번지 1층전체
914,1등,버스토큰판매소,자동,서울 구로구 구로동 1123-1번지 꽃집 옆 가판대
914,1등,노다지복권방,수동,서울 중구 신당동 110-10번지
914,1등,GS25(남항점),자동,부산 영도구 남항동1가 63번지
914,1등,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
914,1등,복권닷컴,자동,경기 성남시 수정구 태평동 3521번지
914,1등,형제상회,수동,대전 서구 용문동 256-3번지
914,1등,경기상회,수동,인천 남동구 만수동 1041-3 104호
914,1등,협신복권방,자동,경기 여주시 현암동 196-2 CU편의점내
914,1등,복권판매점,자동,충남 서산시 동문동 797-13 미림화랑 옆 1층 상가
914,1등,설악복권방,자동,경기 가평군 설악면 신천리 158 1층
913,1등,해피타임,자동,경기 평택시 오성면 죽리 7-15
913,1등,배곧로또판매점,자동,경기 시흥시 정왕동 1771-24
913,1등,가로매점,자동,서울 마포구 도화동 174-5
913,1등,대박복권,자동,충남 홍성군 구항면 마온리 135-4 이마트24시편의점내
913,1등,왔다복권,자동,충남 천안시 서북구 성정동 646-12번지
913,1등,로또마트,자동,경기 하남시 풍산동 565 미사강변 아란티움 상가 내
913,1등,한방복권방,자동,경기 화성시 안녕동 19-6
913,1등,티켓코리아,자동,제주 제주시 이도일동 1354-1
913,1등,효자로또판매점,자동,전북 전주시 완산구 효자동3가 1626-11 103호
913,1등,GS25(구로미성점),자동,서울 구로구 신도림동 399번지 기임빌딩101호
913,1등,진영슈퍼,자동,서울 강서구 등촌동 565-6번지
913,1등,토토죤,수동,광주 광산구 비아동 90-1 1층
913,1등,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
913,1등,9스토아,자동,서울 용산구 이태원동 130-43
913,1등,뉴빅마트,자동,부산 기장군 정관읍 매학리 748-5 106호
913,1등,도래울 행운로또,자동,경기 고양시 덕양구 도내동 958 파리바게뜨 왼쪽
912,1등,가로판매점,자동,서울 용산구 원효로2가 94-2번지
912,1등,복권가판,자동,강원 춘천시 조양동 6-227 1층 이마트 24
912,1등,(I.A) 로또마트,자동,경기 안산시 단원구 신길동 1633
912,1등,영건,수동,경남 양산시 물금읍 가촌리 1280-4 A동113호 복권판매점
912,1등,나눔로또 씨유거제사등대로점,자동,경남 거제시 사등면 사등리 1954-2 CU편의점 내
912,1등,대박마트복권방,수동,충남 아산시 음봉면 산동리 431-10 태화상가1층103호
912,1등,복권왕국,자동,충북 제천시 중앙로1가 77 지하145
912,1등,노다지복권방,수동,경기 광명시 하안동 34-10번지 원촌빌딩1층
912,1등,태양정보통신,자동,경기 광주시 중대동 17-12 상가1층
912,1등,씨스페이스(동작점),수동,서울 동작구 신대방동 690-20
912,1등,가로판매소,수동,서울 구로구 구로동 3-25 신도림역배수펌프장앞
912,1등,토토복권,반자동,대구 서구 비산동 286-6번지
912,1등,뉴빅마트,반자동,부산 기장군 정관읍 매학리 748-5 106호
912,1등,행복세상,자동,대전 대덕구 중리동 385-29번지
911,1등,평안당,자동,서울 종로구 종로5가 80-1번지
911,1등,영스타,자동,경기 평택시 팽성읍 송화리 266-1번지 103호
911,1등,GS25(청주수곡점),자동,충북 청주시 서원구 수곡동 910
911,1등,복드림슈퍼,수동,경기 안양시 동안구 호계동 969-2 1층
911,1등,동문그린복권방,반자동,경기 파주시 조리읍 대원리 221-8 동문상가 CU
911,1등,영미연산로또복권점,수동,부산 연제구 연산동 729-1 CU마트내 별도부스
911,1등,애니타임,수동,부산 금정구 서동 204-13번지
911,1등,알리바이,자동,광주 광산구 신가동 986-4번지 1층 알리바이
911,1등,서정로또,수동,경기 고양시 덕양구 행신동 1082-2 1층 105호
911,1등,CU(참미소점),수동,대구 달서구 감삼동 170-7번지
910,1등,필로또복권,자동,충남 서산시 예천동 1280-1 1층
910,1등,다터져복권방,수동,경기 평택시 합정동 734-7
910,1등,다터져복권방,수동,경기 평택시 합정동 734-7
910,1등,다터져복권방,수동,경기 평택시 합정동 734-7
910,1등,혹시나도,자동,충북 음성군 감곡면 왕장리 521-9번지 복권방
910,1등,로또복권,수동,경기 화성시 송산면 사강리 672-4
910,1등,로또복권,수동,경기 화성시 송산면 사강리 672-4
910,1등,다터져복권방,수동,경기 평택시 합정동 734-7
910,1등,다터져복권방,수동,경기 평택시 합정동 734-7
910,1등,복권365,수동,서울 광진구 자양동 553-12
910,1등,가로판매점,자동,서울 서대문구 창천동 18-42번지
910,1등,로또기획,자동,경북 안동시 옥동 993-1번지
910,1등,로또복권방,자동,경남 창원시 성산구 안민동 74번지 세평빌딩102호
910,1등,로또복권,자동,경북 포항시 남구 오천읍 원리 1187 GS오천두배점옆
910,1등,좋은꿈,수동,광주 북구 운암동 397-1번지
910,1등,웅진,수동,경기 수원시 팔달구 인계동 1045 4층
910,1등,대선세무경영사무소,자동,경기 안산시 상록구 사동 1305 1층
910,1등,미양공단점,수동,경기 안성시 미양면 계륵리 271-9번지 102호
910,1등,버스표판매소,자동,경기 고양시 덕양구 행신동 973 971번지선
910,1등,베스토아(용전2호),자동,대전 동구 용전동 63-3번지 복합터미널서관1층59호
910,1등,행운복권방,수동,부산 부산진구 부암동 343-81
909,1등,GS25(건대제일점),수동,서울 광진구 화양동 49-1번지
909,1등,노다지복권방,자동,충남 천안시 동남구 원성동 479-27번지 2호
909,1등,샘내 편의점,수동,경기 양주시 산북동 333-13
909,1등,로또복권판매도통점,자동,전북 남원시 도통동 584-1번지
909,1등,복권판매점,자동,경기 파주시 야당동 296-49
909,1등,제일복권,자동,강원 춘천시 중앙로1가 80 스탠다드차타드은행앞 가판
909,1등,복슈퍼,수동,인천 계양구 계산동 988-56번지
909,1등,유성복권,수동,서울 송파구 가락동 18-15번지 1층
909,1등,바로코사,수동,경기 안산시 상록구 사동 1310-1
909,1등,빵!터진!로또복권판매점,수동,경기 안산시 상록구 본오동 872-20 우성아파트상가 114호
909,1등,GS25(건대제일점),수동,서울 광진구 화양동 49-1번지
908,1등,콘테인복권판매점,수동,충남 천안시 동남구 청당동 496 건물 뒤편 콘테인커피숍 내
908,1등,자양사거리가로매점,자동,서울 광진구 자양1동 219-2번지
908,1등,오케이상사,자동,서울 서초구 반포동 19-3번지 센트럴시티내100호매점
908,1등,은정슈퍼,자동,경남 창원시 성산구 가음동 23-1 은정상가101호 GS편의점
908,1등,터서점,자동,부산 동래구 온천3동 1249-14번지
908,1등,씨스페이스(죽림점),자동,부산 강서구 죽림동 590번지
908,1등,다인로또,수동,부산 기장군 정관읍 예림리 846-3
908,1등,영암로또복권,자동,전남 영암군 영암읍 남풍리 4-1 1층
907,1등,운수대통복권방,수동,전북 익산시 부송동 710-23
907,1등,Letsgo복권유통,자동,전북 전주시 덕진구 인후동1가 904-1번지
907,1등,로또삼성복권방,자동,경기 수원시 영통구 원천동 550-1 원천훼미리타운105호
907,1등,행복편의점,자동,서울 구로구 구로동 142-65번지
907,1등,GS25(천안시민점),자동,충남 천안시 동남구 신부동 469-1번지
907,1등,세종로또방,자동,세종 금남면 용포리 85-1
907,1등,대박,자동,경기 고양시 덕양구 신원동 627-1 1층 일부
906,1등,로또명당,자동,경남 창원시 마산합포구 창포동3가 7-2번지
906,1등,경일통신,자동,경남 창원시 마산회원구 회성동 169-1번지
906,1등,청솔서점,자동,부산 사하구 신평동 589-5번지
906,1등,경인유통,자동,경기 광명시 일직동 506-1 일직로 72 A동 116호(일직동 광명국제무역센터)
906,1등,성자점빵,자동,제주 제주시 이도이동 1080-9 1층
906,1등,진도로또,자동,전남 진도군 진도읍 동외리 1151-2 진도로또
906,1등,토큰박스,자동,경기 남양주시 진건읍 용정리 743-6번지
906,1등,또또복권방,자동,전북 익산시 영등동 827-3번지
906,1등,씨유태화루점(꿈샘),자동,울산 중구 태화동 36-14 씨유편의점내
905,1등,파크애비뉴,자동,경기 화성시 반송동 47-3 102호
905,1등,블루25복권명당대원점,자동,경남 창원시 의창구 대원동 95-17
905,1등,복권전문점,수동,경기 시흥시 장곡동 820-3번지 부석프라자114호
905,1등,GS25(망원희망점),수동,서울 마포구 망원동 406-16
905,1등,대박복권방,수동,경기 연천군 전곡읍 전곡리 480-16번지
905,1등,복권명당,자동,대구 동구 동호동 106-25번지
905,1등,인더라인 정발산점,자동,경기 고양시 일산동구 정발산동 1148-6
904,1등,GS25(수원행복점),자동,경기 수원시 영통구 영통동 974-6번지 세일빌딩111호
904,1등,황금돼지복권방,자동,부산 연제구 거제동 70-6
904,1등,교통카드충전소,자동,서울 금천구 독산동 1012
904,1등,로또판매점,자동,경기 고양시 일산동구 장항동 864번지 메트로골드제1층103호
904,1등,코사할인마트,수동,경남 거제시 연초면 죽토리 1104-12번지
904,1등,대박로또명당,자동,충남 당진시 송악읍 가학리 616-10
904,1등,Letsgo복권방(동산점),수동,전북 전주시 덕진구 여의동 580-5
904,1등,목화휴게소,자동,경남 사천시 용현면 주문리 4
903,1등,GS25(천안성지점),자동,충남 천안시 동남구 신방동 881
903,1등,가로판매점,자동,서울 송파구 잠실동 184-8번지 새마을시장신천역3번출구앞가판
903,1등,천하명당복권방,반자동,서울 광진구 중곡3동 167-3번지
903,1등,복권나라,자동,서울 중랑구 중화동 312-1번지
903,1등,현대장미슈퍼,자동,전북 익산시 어양동 493-12번지 현대아파트1층108호
903,1등,로또복권애니타임점,자동,경북 구미시 황상동 303-1번지 애니타임편의점 내
903,1등,천안역로또토토복권방,자동,충남 천안시 동남구 대흥동 123-1번지 아시아마트내
903,1등,대박마트,수동,충북 청주시 상당구 용암동 2108번지 주공상가점포103
903,1등,인덕원복권방,자동,경기 안양시 동안구 관양동(관양2동) 1502-4
903,1등,플러스원,자동,경기 수원시 장안구 천천동 528-3 108호
903,1등,픽미 픽미 아이스크림,자동,경기 구리시 갈매동 605-2 진영트윈타워 A동104호
903,1등,잉크와복권,자동,경기 광명시 철산동 157-2번지
903,1등,대박마트,수동,충북 청주시 상당구 용암동 2108번지 주공상가점포103
902,1등,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
902,1등,나래복권,수동,충북 충주시 목행동 673-6 1층
902,1등,승일유통,자동,충북 청주시 흥덕구 봉명동 200-14번지
902,1등,부자로또,자동,울산 남구 삼산동 1508-9
902,1등,나들가게,자동,경기 부천시 심곡본동(대산동) 695 1층 슈퍼
902,1등,복권나라,수동,충북 증평군 증평읍 중동리 15-3번지
902,1등,서울로또방,수동,충북 옥천군 옥천읍 금구리 142-8번지
902,1등,코코마켓,자동,서울 강서구 화곡동(화곡제3동) 1066-1
902,1등,연우로또,자동,인천 계양구 계산동(계산1동) 973 1층
902,1등,동일통신,자동,부산 해운대구 반여1동 1361-2번지
902,1등,GS25(부산미남점),자동,부산 동래구 온천동 1421-36번지
902,1등,복권나라,수동,서울 관악구 봉천동 926-25
902,1등,로또,자동,서울 중구 신당동 133-14번지
901,1등,빛가람나눔슈퍼,수동,전남 나주시 빛가람동 756-3번지 103호
901,1등,새로나슈퍼,반자동,서울 강서구 화곡1동 904-10번지
901,1등,황금슈퍼,반자동,광주 북구 두암동 881-7
901,1등,황실복권방,반자동,충남 천안시 동남구 목천읍 신계리 390-19
901,1등,용꿈돼지꿈복권전문점,자동,강원 동해시 천곡동 855번지 이주민상가1층15호
901,1등,나눔로또한대점,자동,경기 안산시 상록구 이동 716 한양대프라자106호
901,1등,서울구가-17가판,수동,서울 구로구 구로4동 731-4번지 구로4동우체국앞가판
901,1등,복권,반자동,서울 중랑구 상봉동 136-50번지 105호
901,1등,GS25(삼성역점),자동,서울 강남구 삼성동 168번지
900,1등,로또복권판매소,자동,서울 마포구 도화동 37번지 진도빌딩앞
900,1등,종합가판제141호,자동,서울 중구 황학동 686번지
900,1등,행운복권방,자동,서울 도봉구 창동 134-36번지 우림빌딩106
900,1등,남문시장,수동,경기 수원시 팔달구 영동(행궁동) 8 영동시장 101호
900,1등,알리바이(나주점),자동,전남 나주시 금성동 2-2번지 알리바이
900,1등,한국인세계대박복권,자동,인천 연수구 옥련동 285번지
899,1등,승차권판매소(북비산점),자동,대구 서구 비산동(비산1동) 579-3
899,1등,교통카드판매대,자동,서울 송파구 가락동(가락본동) 80 공영주차장앞가판
899,1등,드림 편의점,수동,서울 도봉구 창동(창제3동) 565-9
899,1등,행복미니슈퍼,자동,경기 부천시 원미구 심곡동 351-3번지
899,1등,금호마트,자동,경기 구리시 수택동 515-6번지
899,1등,아이지에이마트 오산무지개점,수동,경기 오산시 은계동 7
898,1등,CU(입석강변점),자동,대구 동구 입석동 933-2번지
898,1등,공단로또점,수동,경남 함안군 칠서면 대치리 325-1 슈퍼 옆 1층
898,1등,토토복권장흥점,자동,전남 장흥군 장흥읍 건산리 720-13번지
898,1등,하당복권방,자동,전남 목포시 옥암동 998번지
898,1등,흥건슈퍼,반자동,전북 전주시 완산구 삼천동1가(삼천3동) 300-3 흥건슈퍼
