회차,등위,상호명,당첨방식,소재지,cleaned_address
876,1등,복권나라,수동,충북 증평군 증평읍 중동리 15-3번지,충북 증평군 증평읍 중동리 15-3
876,1등,역전광장상회,자동,경기 파주시 금촌1동 329-19번지,경기 파주시 금촌1동 329-19
876,1등,복돼지복권방,자동,경기 화성시 우정읍 조암리 290-12,경기 화성시 우정읍 조암리 290-12
876,1등,천하명당복권방역전점,자동,대전 동구 정동 15-23번지,대전 동구 정동 15-23
876,1등,해피+24시편의점,자동,광주 북구 양산동 296번지,광주 북구 양산동 296
876,1등,사격장매표소,자동,경기 시흥시 은행동 37-22,경기 시흥시 은행동 37-22
876,1등,공원슈퍼,자동,경기 수원시 장안구 영화동 257-1,경기 수원시 장안구 영화동 257-1
876,1등,라이프마트,자동,인천 중구 항동7가 58-98번지 5호,인천 중구 항동 7가 58-98
876,1등,GS25(대구교대점),자동,대구 남구 대명동(대명2동) 2007-6 GS25 대구교대점,대구 남구 대명동 2007-6
876,1등,복권방,자동,서울 광진구 구의1동 246-70번지,서울 광진구 구의1동 246-70
876,1등,로또,수동,서울 강서구 가양동 1480-8번지 102호,서울 강서구 가양동 1480-8
875,1등,푸른로또,자동,충남 당진시 읍내동 1224 여울빌딩103호,충남 당진시 읍내동 1224
875,1등,세븐일레븐광양시청점,수동,전남 광양시 중동 1317-4번지 세븐일레븐편의점 내,전남 광양시 중동 1317-4
875,1등,성심상회,자동,경북 포항시 북구 중앙동 41번지,경북 포항시 북구 중앙동 41
875,1등,진교로또복권판매점,자동,경남 하동군 진교면 진교리 302-70번지,경남 하동군 진교면 진교리 302-70
875,1등,행운마트,자동,경기 고양시 일산서구 가좌동 969번지 104호,경기 고양시 일산서구 가좌동 969
875,1등,대박복권,자동,경기 부천시 심곡본동 316-2 부천역사쇼핑몰 W6 7-2호,경기 부천시 심곡본동 316-2
875,1등,선경로또,자동,충북 제천시 하소동 188-1 1층,충북 제천시 하소동 188-1
875,1등,행운을주는사람들,자동,충북 충주시 연수동 923번지 1층 복권방,충북 충주시 연수동 923
875,1등,복권명당,자동,대전 서구 만년동 112번지,대전 서구 만년동 112
875,1등,복권로또판매점,자동,대전 동구 자양동 198-17,대전 동구 자양동 198-17
875,1등,하단복권,자동,부산 사하구 당리동 304-3번지,부산 사하구 당리동 304-3
875,1등,우정식품,자동,부산 동래구 온천동 185-93번지,부산 동래구 온천동 185-93
875,1등,영광정보통신,자동,서울 성북구 하월곡동 37-18번지,서울 성북구 하월곡동 37-18
875,1등,가판점(신문),자동,서울 영등포구 당산동6가 331-1번지,서울 영등포구 당산동 6가 331-1
874,1등,CU 은평어드밴스힐점,자동,서울 은평구 진관동 100-4 상가동1층 117118호 CU어드밴스힐점,서울 은평구 진관동 100-4
874,1등,쎄븐타임,자동,서울 용산구 효창동 5-219번지 1층102호,서울 용산구 효창동 5-219
874,1등,38복권방,수동,전북 전주시 완산구 삼천동1가(삼천2동) 606-3,전북 전주시 완산구 삼천동 1가 606-3
874,1등,북마산복권전문점,수동,경남 창원시 마산합포구 상남동 39-4번지,경남 창원시 마산합포구 상남동 39-4
874,1등,주택복권방,수동,경기 안양시 동안구 호계1동 995-18번지,경기 안양시 동안구 호계1동 995-18
874,1등,만복편의점,수동,충북 청주시 흥덕구 봉명동(봉명1동) 900,충북 청주시 흥덕구 봉명동 900
874,1등,부자나라(CU성남중원구청점),수동,경기 성남시 중원구 성남동 3789번지 1층,경기 성남시 중원구 성남동 3789
874,1등,성진마트,자동,경기 부천시 오정구 내동 150번지,경기 부천시 오정구 내동 150
874,1등,제이테크복권방,수동,경기 군포시 금정동 725-6,경기 군포시 금정동 725-6
874,1등,대박슈퍼,수동,경기 부천시 원미동(원미2동) 115-2 마동 1층 103호,경기 부천시 원미동 115-2
874,1등,초이스편의점,자동,인천 남동구 만수동 980-6,인천 남동구 만수동 980-6
874,1등,미니스톱인천효성점,자동,인천 계양구 효성동 63-2번지,인천 계양구 효성동 63-2
874,1등,25편의점,자동,경기 광주시 오포읍 문형리 430-4 25편의점,경기 광주시 오포읍 문형리 430-4
874,1등,제일슈퍼,수동,인천 연수구 동춘동 937번지 제일상가112호,인천 연수구 동춘동 937
874,1등,일등복권편의점,자동,대구 달서구 본리동 2-16번지 1층,대구 달서구 본리동 2-16
874,1등,LA24시편의점,자동,대구 달서구 호산동 293-2번지,대구 달서구 호산동 293-2
874,1등,우리은행금호동지점앞가판,자동,서울 성동구 금호동4가 1109번지,서울 성동구 금호동 4가 1109
874,1등,복권방,자동,서울 구로구 구로동 409-80번지 1층,서울 구로구 구로동 409-80
873,1등,세진전자통신,수동,대구 서구 평리동 1094-4번지,대구 서구 평리동 1094-4
873,1등,지산로또방,자동,광주 동구 지산동 443번지,광주 동구 지산동 443
873,1등,나눔로또,수동,세종 장군면 도계리 154-1 CU편의점,세종 장군면 도계리 154-1
873,1등,노다지복권,수동,강원 횡성군 횡성읍 읍상리 270-4,강원 횡성군 횡성읍 읍상리 270-4
873,1등,쿡쿡로또명당,자동,충북 옥천군 옥천읍 금구리 31-1 세븐일레븐편의점,충북 옥천군 옥천읍 금구리 31-1
873,1등,CU(거제해금강),수동,경남 거제시 고현동 997-5번지,경남 거제시 고현동 997-5
873,1등,e마트24(진양호점),자동,경남 진주시 평거동 660-28 1층 위드미편의점 내,경남 진주시 평거동 660-28
873,1등,완월로또,수동,경남 창원시 마산합포구 완월동 217-3 세븐일레븐 내,경남 창원시 마산합포구 완월동 217-3
873,1등,CU(수유대로점),자동,서울 강북구 수유동 724-3번지 두울빌딩,서울 강북구 수유동 724-3
873,1등,CU(포레스트힐점),자동,서울 종로구 효제동(종로5.6가동) 65-2 1층 101호 씨유포레스트힐점,서울 종로구 효제동 65-2
872,1등,스타복권방(스타문구),자동,서울 서대문구 냉천동 194번지,서울 서대문구 냉천동 194
872,1등,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),동행복권(dhlottery.co.kr)
872,1등,대일슈퍼,자동,대전 서구 월평동(월평1동) 626,대전 서구 월평동 626
872,1등,한일로또나라,자동,경기 수원시 장안구 조원동 896 북수원홈플러스內,경기 수원시 장안구 조원동 896
872,1등,가판대20호,자동,서울 송파구 석촌동 296-17번지 석촌농협앞가판대20호,서울 송파구 석촌동 296-17
872,1등,나미로또,반자동,인천 미추홀구 주안동(주안8동) 1518,인천 미추홀구 주안동 1518
872,1등,또또복권방,자동,전북 익산시 영등동 827-3번지,전북 익산시 영등동 827-3
872,1등,여수동서상사,자동,전남 여수시 국동 655번지 이마트에브리데이 내,전남 여수시 국동 655
872,1등,GS25거제중곡점(로또),수동,경남 거제시 고현동 1007-1 GS편의점 내,경남 거제시 고현동 1007-1
872,1등,용미사진관(로또),자동,전남 순천시 조곡동 156-11번지 용미사진관,전남 순천시 조곡동 156-11
872,1등,복조리복권방,자동,전북 장수군 장계면 장계리 351-8번지,전북 장수군 장계면 장계리 351-8
872,1등,세븐일레븐삼척삼원점,자동,강원 삼척시 남양동 93-5,강원 삼척시 남양동 93-5
872,1등,행운복권방,자동,경기 안성시 일죽면 월정리 718-1 1층 복권방,경기 안성시 일죽면 월정리 718-1
872,1등,진성복권방,수동,경기 포천시 가산면 마산리 184-12번지,경기 포천시 가산면 마산리 184-12
872,1등,다니엘사,수동,경기 안산시 단원구 초지동 796 101호,경기 안산시 단원구 초지동 796
872,1등,GS25(안산경일점),수동,경기 안산시 상록구 성포동 591-4,경기 안산시 상록구 성포동 591-4
871,1등,대박행운복권방,자동,충남 아산시 도고면 금산리 161-21 서해안 휴게소내 편의점,충남 아산시 도고면 금산리 161-21
871,1등,스파,자동,서울 노원구 상계동(상계8동) 666-3 주공10단지종합상가111,서울 노원구 상계동 666-3
871,1등,탑로또,자동,경남 거제시 상동동(상문동) 979-1 서원탑훼밀리마트 내,경남 거제시 상동동 979-1
871,1등,보은로또판매점,수동,충북 보은군 보은읍 교사리 85-5,충북 보은군 보은읍 교사리 85-5
871,1등,흥양마중물,자동,강원 원주시 소초면 흥양리 1718-4,강원 원주시 소초면 흥양리 1718-4
871,1등,동행복권방,자동,경기 의정부시 의정부동 165-28,경기 의정부시 의정부동 165-28
871,1등,GS25(양산혜인점),자동,경남 양산시 평산동 31-5번지,경남 양산시 평산동 31-5
870,1등,종합가판점,자동,서울 동대문구 전농동(전농제1동) 620-69 청량리역 4번출구 가판점,서울 동대문구 전농동 620-69
870,1등,목화휴게소,자동,경남 사천시 용현면 주문리 4,경남 사천시 용현면 주문리 4
870,1등,힐링로또,자동,대전 대덕구 송촌동 290-18,대전 대덕구 송촌동 290-18
870,1등,왕대박,수동,경기 평택시 팽성읍 안정리 41-294,경기 평택시 팽성읍 안정리 41-294
870,1등,로또명당해미점,자동,충남 서산시 해미면 읍내리 295-4,충남 서산시 해미면 읍내리 295-4
870,1등,우리로또복권방,자동,전남 여수시 선원동 1247-14번지,전남 여수시 선원동 1247-14
870,1등,로또야놀자,수동,경북 경주시 동천동 599-1번지,경북 경주시 동천동 599-1
870,1등,알리바이,수동,광주 광산구 신가동 986-4번지 1층 알리바이,광주 광산구 신가동 986-4
870,1등,로또플러스24,자동,광주 광산구 수완동 1086 109호 로또플러스24,광주 광산구 수완동 1086
870,1등,복권방,수동,부산 부산진구 당감동 738-3번지 202호,부산 부산진구 당감동 738-3
869,1등,로또복권방,자동,경기 가평군 가평읍 읍내리 448-3 1층,경기 가평군 가평읍 읍내리 448-3
869,1등,황금알복권방,자동,충북 진천군 진천읍 읍내리 403-2,충북 진천군 진천읍 읍내리 403-2
869,1등,분당고속터미널,수동,경기 성남시 분당구 야탑동(야탑1동) 341 테마폴리스1층,경기 성남시 분당구 야탑동 341
869,1등,행복충전소,자동,경기 평택시 지산동 755-1,경기 평택시 지산동 755-1
869,1등,대박로또방,자동,전북 장수군 장수읍 장수리 514-3번지,전북 장수군 장수읍 장수리 514-3
869,1등,GS25울산동구남목점,자동,울산 동구 동부동(남목3동) 259-13,울산 동구 동부동 259-13
869,1등,경기상회,수동,인천 남동구 만수동(만수6동) 1041-3 104호,인천 남동구 만수동 1041-3
869,1등,행운복권방,자동,광주 광산구 우산동 1078-11번지 평화식당,광주 광산구 우산동 1078-11
869,1등,오케이상사,자동,서울 서초구 반포동 19-3번지 센트럴시티내100호매점,서울 서초구 반포동 19-3
869,1등,아스타,자동,광주 서구 쌍촌동 964-21번지,광주 서구 쌍촌동 964-21
868,1등,동남슈퍼,자동,전북 부안군 부안읍 동중리 130-5,전북 부안군 부안읍 동중리 130-5
868,1등,노다지복권방,자동,서울 양천구 신월1동 116-14번지,서울 양천구 신월1동 116-14
868,1등,운수대통,자동,경기 수원시 권선구 호매실동 87-2,경기 수원시 권선구 호매실동 87-2
868,1등,라이프마트,수동,인천 중구 항동7가 58-98번지 5호,인천 중구 항동 7가 58-98
868,1등,묵동식품,수동,서울 중랑구 묵동 238-11번지,서울 중랑구 묵동 238-11
868,1등,행운복권방,수동,서울 은평구 응암동 598-18번지 1층 3호,서울 은평구 응암동 598-18
867,1등,홈짱,자동,충북 청주시 흥덕구 가경동 1671번지 휴대폰매장내,충북 청주시 흥덕구 가경동 1671
867,1등,천하명당,자동,경기 시흥시 신천동 760-7번지 1층1호,경기 시흥시 신천동 760-7
867,1등,노다지복권방,자동,인천 남구 학익동 264-6번지 외7필지125호,인천 남구 학익동 264-6
867,1등,로또스튜디오,자동,충북 청주시 청원구 율량동 1410 1층,충북 청주시 청원구 율량동 1410
867,1등,천국열쇠,수동,광주 북구 운암동 1040-10번지,광주 북구 운암동 1040-10
866,1등,대박상사,자동,경남 창원시 진해구 장천동(풍호동) 119-12 주상가동 103호 GS편의점,경남 창원시 진해구 장천동 119-12
866,1등,엘도라도복권점문점,자동,서울 광진구 중곡동 124-65번지,서울 광진구 중곡동 124-65
866,1등,로또복권판매소,자동,인천 계양구 임학동(계양2동) 28-1 102호,인천 계양구 임학동 28-1
866,1등,우리마트,반자동,인천 계양구 작전동 72-2번지 한아름상가101 102호,인천 계양구 작전동 72-2
866,1등,금집복권,자동,광주 북구 신용동 752,광주 북구 신용동 752
866,1등,잘찍어로또방,수동,경기 평택시 안중읍 안중리 272-5,경기 평택시 안중읍 안중리 272-5
866,1등,복권가판,수동,강원 춘천시 조양동(조운동) 6-227 1층 이마트 24,강원 춘천시 조양동 6-227
866,1등,선경로또,수동,충북 제천시 하소동 188-1 1층,충북 제천시 하소동 188-1
866,1등,복돼지복권방,반자동,경북 경산시 압량면 부적리 482-17번지 1층 cu편의점 내,경북 경산시 압량면 부적리 482-17
865,1등,행운나눔로또방,자동,경기 화성시 향남읍 하길리 1459-5,경기 화성시 향남읍 하길리 1459-5
865,1등,토큰박스,자동,경기 남양주시 진건읍 용정리 743-6번지,경기 남양주시 진건읍 용정리 743-6
865,1등,6.2.3복권방,수동,충남 아산시 좌부동(온양6동) 249-2 GS25편의점내,충남 아산시 좌부동 249-2
865,1등,금성복권방,자동,전남 나주시 대호동(성북동) 236 GS편의점 내,전남 나주시 대호동 236
865,1등,로뎀,수동,경기 화성시 봉담읍 유리 142-2 cu 봉담유리점,경기 화성시 봉담읍 유리 142-2
865,1등,CU(동해발한점),수동,강원 동해시 발한동 39-14번지,강원 동해시 발한동 39-14
865,1등,삼정그린환경,자동,서울 강동구 성내3동 428-5번지 오스카상가136호,서울 강동구 성내3동 428-5
865,1등,백송마트,수동,광주 광산구 월계동 771-8번지 104호,광주 광산구 월계동 771-8
865,1등,세븐일레븐강서화곡예스점,자동,서울 강서구 화곡동(화곡본동) 29-52,서울 강서구 화곡동 29-52
865,1등,토큰박스7호광장점,자동,대구 달서구 두류동 493-5번지,대구 달서구 두류동 493-5
865,1등,백송마트,수동,광주 광산구 월계동 771-8번지 104호,광주 광산구 월계동 771-8
865,1등,인스토어편의점,수동,경기 고양시 덕양구 화정동 969-1번지 새롬프라자1층 100호,경기 고양시 덕양구 화정동 969-1
865,1등,복권마트,수동,서울 서대문구 홍제동 265-5번지,서울 서대문구 홍제동 265-5
864,1등,제일복권방,수동,전북 군산시 삼학동 812-29번지,전북 군산시 삼학동 812-29
864,1등,미나식품(로또판매점),자동,서울 강서구 방화동 484-23번지,서울 강서구 방화동 484-23
864,1등,기장슈퍼,반자동,부산 기장군 기장읍 동부리 162-20번지,부산 기장군 기장읍 동부리 162-20
864,1등,씨스페이스(석적 남율리점),자동,경북 칠곡군 석적읍 남율리 1075,경북 칠곡군 석적읍 남율리 1075
864,1등,나이스로또복권,수동,전남 여수시 종화동 580번지,전남 여수시 종화동 580
864,1등,복권나라,자동,충남 계룡시 엄사면 엄사리 184-4,충남 계룡시 엄사면 엄사리 184-4
864,1등,진성식품,반자동,충북 제천시 중앙로1가(인성동) 115-1 1층,충북 제천시 중앙로 1가 115-1
864,1등,김포로또판매,자동,경기 김포시 하성면 원산리 648-5 1층 CU,경기 김포시 하성면 원산리 648-5
864,1등,라이프마트,자동,인천 중구 항동7가 58-98번지 5호,인천 중구 항동 7가 58-98
864,1등,세진전자통신,자동,대구 서구 평리동 1094-4번지,대구 서구 평리동 1094-4
864,1등,일등복권편의점,자동,대구 달서구 본리동 2-16번지 1층,대구 달서구 본리동 2-16
863,1등,자수정슈퍼,자동,전북 전주시 완산구 효자동1가 195-19번지,전북 전주시 완산구 효자동 1가 195-19
863,1등,신천대로점,자동,서울 송파구 잠실동 175-12번지 CU편의점내,서울 송파구 잠실동 175-12
863,1등,대박로또판매점,수동,경기 수원시 장안구 율전동(율천동) 291,경기 수원시 장안구 율전동 291
863,1등,드림복권방,자동,인천 중구 신흥동2가(신흥동) 54-7,인천 중구 신흥동 2가 54-7
863,1등,통영 동피랑점,자동,경남 통영시 태평동 403 1층 CU편의점 내,경남 통영시 태평동 403
863,1등,순살로복권,자동,경기 의왕시 내손동(내손2동) 690-13,경기 의왕시 내손동 690-13
863,1등,복권전문점,자동,경기 수원시 팔달구 매산로1가(매산동) 43-12,경기 수원시 팔달구 매산로 1가 43-12
862,1등,애니콜플라자,자동,서울 구로구 구로동 136-40번지,서울 구로구 구로동 136-40
862,1등,희망복권방,수동,전남 나주시 이창동 759-7번지,전남 나주시 이창동 759-7
862,1등,가판점,자동,서울 중구 충무로2가 65-7번지,서울 중구 충무로 2가 65-7
862,1등,남경슈퍼,자동,부산 연제구 연산3동 1833-8번지,부산 연제구 연산3동 1833-8
862,1등,만복래,자동,인천 부평구 부평4동 370-1번지 1층,인천 부평구 부평4동 370-1
862,1등,해피+24시편의점,자동,광주 북구 양산동 296번지,광주 북구 양산동 296
862,1등,ALWAYSMART,자동,경기 고양시 일산동구 풍동 150번지,경기 고양시 일산동구 풍동 150
862,1등,복권백화점,자동,경기 여주시 홍문동 207-9 1층,경기 여주시 홍문동 207-9
862,1등,유명복권대박,수동,강원 강릉시 성남동 27-4번지,강원 강릉시 성남동 27-4
861,1등,서재강변로또,자동,대구 달성군 다사읍 서재리 58-2번지,대구 달성군 다사읍 서재리 58-2
861,1등,이마트24당진합덕점,수동,충남 당진시 합덕읍 운산리 263-116번지,충남 당진시 합덕읍 운산리 263-116
861,1등,로또판매점,자동,충북 청주시 서원구 현도면 선동리 502-5 gs25편의점,충북 청주시 서원구 현도면 선동리 502-5
861,1등,로또복권,자동,경북 김천시 신음동 462-24,경북 김천시 신음동 462-24
860,1등,로또명당,수동,대구 북구 동천동 878-4번지,대구 북구 동천동 878-4
860,1등,봉황로또,수동,전북 임실군 임실읍 이도리 236-13 정마트 內,전북 임실군 임실읍 이도리 236-13
860,1등,버스카드판매대,자동,서울 관악구 신림동(삼성동) 1513-2,서울 관악구 신림동 1513-2
860,1등,다모아복권,자동,서울 구로구 오류동 315-14번지,서울 구로구 오류동 315-14
860,1등,영재서적해강점,자동,부산 해운대구 우동 1008-5번지 올림픽타운상가101,부산 해운대구 우동 1008-5
860,1등,복권닷컴,수동,강원 양양군 양양읍 남문1리 16-24번지,강원 양양군 양양읍 남문1리 16-24
860,1등,이마트24구미황상점,자동,경북 구미시 인의동 827-19번지,경북 구미시 인의동 827-19
860,1등,로또온천장점,반자동,부산 동래구 온천동(온천제1동) 1750-1 5호,부산 동래구 온천동 1750-1
860,1등,한아름 복권판매점,자동,경기 광주시 탄벌동(송정동) 44-2 1층,경기 광주시 탄벌동 44-2
860,1등,GS로또(호계수성),자동,울산 북구 호계동(농소1동) 277-2 GS편의점,울산 북구 호계동 277-2
859,1등,동명슈퍼,자동,강원 속초시 동명동 458-6,강원 속초시 동명동 458-6
859,1등,대박천국,자동,경기 부천시 도당동 42-4 1층 세븐일레븐 옆,경기 부천시 도당동 42-4
859,1등,잠실매점,자동,서울 송파구 신천동 7-18번지 잠실역 8번출구 앞 가판,서울 송파구 신천동 7-18
859,1등,백석상회,자동,경기 양주시 백석읍 복지리 130-1번지,경기 양주시 백석읍 복지리 130-1
859,1등,다인로또,수동,부산 기장군 정관읍 예림리 846-3,부산 기장군 정관읍 예림리 846-3
859,1등,슈퍼복권나라,자동,부산 부산진구 가야동(가야제1동) 377-10,부산 부산진구 가야동 377-10
859,1등,대원슈퍼마켓,자동,부산 수영구 광안2동 373-15번지,부산 수영구 광안2동 373-15
859,1등,마두역상행선 가판대,자동,경기 고양시 일산동구 장항동 893 마두역상행선가판대,경기 고양시 일산동구 장항동 893
859,1등,차부상회,자동,경기 김포시 통진읍 서암리 717-6번지,경기 김포시 통진읍 서암리 717-6
859,1등,가판 창동역점,자동,서울 도봉구 창동 3-3번지 창동역문화마당앞,서울 도봉구 창동 3-3
859,1등,토큰판매소,반자동,서울 송파구 풍납1동 480번지,서울 송파구 풍납1동 480
858,1등,역전복권방,자동,충남 예산군 예산읍 주교리 221-10,충남 예산군 예산읍 주교리 221-10
858,1등,또또복권방,자동,전북 익산시 영등동 827-3번지,전북 익산시 영등동 827-3
858,1등,복권나라,자동,서울 관악구 봉천동(은천동) 926-25,서울 관악구 봉천동 926-25
858,1등,행운을주는사람들,자동,충북 충주시 연수동 923번지 1층 복권방,충북 충주시 연수동 923
858,1등,이마트24보령골드점,수동,충남 보령시 대천동 289 주2동 1~2호,충남 보령시 대천동 289
858,1등,행운을주는사람들,자동,충북 충주시 연수동 923번지 1층 복권방,충북 충주시 연수동 923
858,1등,종합가로판매점113호패션TV앞,자동,서울 중구 을지로6가(광희동) 21-31,서울 중구 을지로 6가 21-31
858,1등,대만상사,자동,서울 성북구 정릉동(정릉제3동) 394-3,서울 성북구 정릉동 394-3
858,1등,노다지복권방,자동,전남 여수시 봉산동 274-4번지,전남 여수시 봉산동 274-4
857,1등,형제상회,자동,대전 서구 용문동 256-3번지,대전 서구 용문동 256-3
857,1등,행운로또,수동,충북 진천군 진천읍 벽암리 190-1,충북 진천군 진천읍 벽암리 190-1
857,1등,GS25(고양주교점),수동,경기 고양시 덕양구 주교동 568번지 1층3호,경기 고양시 덕양구 주교동 568
857,1등,홍익슈퍼,자동,강원 강릉시 포남동 1081-11번지 5통4반,강원 강릉시 포남동 1081-11
857,1등,드림복권전문점,수동,경기 평택시 비전동 190-13번지,경기 평택시 비전동 190-13
857,1등,천하명당복권방,자동,경기 평택시 오성면 죽리 1-6 마키리오스빌딩1층107호,경기 평택시 오성면 죽리 1-6
857,1등,CU(정읍인네점),수동,전북 정읍시 시기동 544-21번지,전북 정읍시 시기동 544-21
857,1등,탑로또,자동,경남 거제시 상동동(상문동) 979-1 서원탑훼밀리마트 내,경남 거제시 상동동 979-1
857,1등,GS25(고양주교점),수동,경기 고양시 덕양구 주교동 568번지 1층3호,경기 고양시 덕양구 주교동 568
857,1등,복권명당,자동,서울 중랑구 면목동 413-3번지 1층,서울 중랑구 면목동 413-3
857,1등,천일슈퍼,반자동,서울 구로구 구로3동 1124-72번지,서울 구로구 구로 3동 1124-72
857,1등,꽃제비칼국수,자동,서울 노원구 월계동 407-16번지,서울 노원구 월계동 407-16
857,1등,한양슈퍼복권,수동,서울 성북구 보문동5가 148번지,서울 성북구 보문동 5가 148
857,1등,강일코사할인마트,수동,서울 강동구 강일동 699번지 강일리버파크9단지107호108호,서울 강동구 강일동 699
857,1등,GS25(고양주교점),수동,경기 고양시 덕양구 주교동 568번지 1층3호,경기 고양시 덕양구 주교동 568
856,1등,럭키복권방,자동,경기 수원시 영통구 1335 아이플렉스104호,경기 수원시 영통구 1335
856,1등,꿀단지로또,수동,경기 평택시 포승읍 도곡리 1117-11 평택스마트빌포레 101-B호,경기 평택시 포승읍 도곡리 1117-11
856,1등,이마트24 일산덕이점,반자동,경기 고양시 일산서구 덕이동(송산동) 548,경기 고양시 일산서구 덕이동 548
856,1등,천하명당로또,자동,서울 은평구 증산동 185-25번지 1층,서울 은평구 증산동 185-25
856,1등,왕대박복권,자동,전북 전주시 덕진구 덕진동2가 681-7 번지 전북은행 옆,전북 전주시 덕진구 덕진동 2가 681-7
855,1등,가판대,자동,서울 도봉구 도봉동(도봉제2동) 30-1,서울 도봉구 도봉동 30-1
855,1등,알리바이(나주점),수동,전남 나주시 금성동 2-2번지 알리바이,전남 나주시 금성동 2-2
855,1등,버스매표소 복권판매소,자동,인천 중구 인현동 1-12 중앙로지하상가 163호,인천 중구 인현동 1-12
855,1등,돈벼락맞는곳,자동,부산 동구 범일동 833-5번지,부산 동구 범일동 833-5
855,1등,복권전문점,자동,인천 부평구 청천동 236-20번지,인천 부평구 청천동 236-20
855,1등,일등로또,수동,인천 서구 경서동 958-1 제비동 제1층 107호 CU청라캐슬점,인천 서구 경서동 958-1
855,1등,천사마트,자동,충남 천안시 서북구 두정동 1994번지 상가1층6호,충남 천안시 서북구 두정동 1994
855,1등,대박마트,자동,대전 중구 대사동 69-59번지,대전 중구 대사동 69-59
855,1등,오로라복권방,자동,서울 광진구 자양동 616-33번지 국민은행자양동지점 50m,서울 광진구 자양동 616-33
854,1등,행복한사람들 (흥부네),반자동,경기 광주시 실촌읍 삼리 399-18번지,경기 광주시 실촌읍 삼리 399-18
854,1등,행운을주는로또판매점,수동,경기 안산시 단원구 초지동 735-4 태영프라자111호,경기 안산시 단원구 초지동 735-4
854,1등,매탄동슈퍼,수동,경기 수원시 영통구 매탄동 111-1,경기 수원시 영통구 매탄동 111-1
854,1등,교통카드충전소,자동,경기 고양시 덕양구 화정동 1098번지 화정역 2번출구,경기 고양시 덕양구 화정동 1098
854,1등,씨스페이스(범어사역점),자동,부산 금정구 남산동 21-4번지,부산 금정구 남산동 21-4
854,1등,퓨전로또판매점성동점,자동,경북 경주시 성동동 80번지,경북 경주시 성동동 80
853,1등,제일복권,수동,경남 양산시 중부동(양주동) 693-2 GS편의점 터미널점,경남 양산시 중부동 693-2
853,1등,노다지복권방서정지점,반자동,경기 평택시 서정동 335-27번지,경기 평택시 서정동 335-27
853,1등,행운로또복권방,수동,경남 창원시 진해구 자은동 923-11번지 CU편의점 내,경남 창원시 진해구 자은동 923-11
853,1등,버스토큰판매소,자동,서울 구로구 구로동 1123-1번지 꽃집 옆 가판대,서울 구로구 구로동 1123-1
853,1등,마두역상행선 가판대,자동,경기 고양시 일산동구 장항동 893 마두역상행선가판대,경기 고양시 일산동구 장항동 893
853,1등,충무로또45국도점,수동,충남 아산시 충무로(음봉면) 동천리 174-46,충남 아산시 충무로 동천리 174-46
853,1등,LG슈퍼,자동,경기 광명시 철산동 163번지,경기 광명시 철산동 163
852,1등,로또복권 하대점,자동,경남 진주시 하대동 126-17번지,경남 진주시 하대동 126-17
852,1등,가판14호,자동,서울 중구 남창동 61-4번지,서울 중구 남창동 61-4
852,1등,엘도라도복권점문점,자동,서울 광진구 중곡동 124-65번지,서울 광진구 중곡동 124-65
852,1등,동해복권전문점,수동,강원 동해시 발한동 17-22번지,강원 동해시 발한동 17-22
851,1등,소문난복권명당,자동,서울 성북구 석관동 332-667번지,서울 성북구 석관동 332-667
851,1등,한주복권방,수동,인천 연수구 청학동 528-1번지 cu편의점내,인천 연수구 청학동 528-1
851,1등,안성맞춤,수동,경기 안성시 금산동(안성3동) 47,경기 안성시 금산동 47
851,1등,행운나라복권방,자동,경기 안양시 만안구 석수3동 785-14번지,경기 안양시 만안구 석수3동 785-14
851,1등,편의점사랑(그린신화점),자동,충북 청주시 청원구 내덕동 413-2번지,충북 청주시 청원구 내덕동 413-2
851,1등,황금복권,자동,강원 원주시 단계동 808 삼익상가 105호,강원 원주시 단계동 808
851,1등,세븐일레븐광천중앙로또판매점,자동,충남 홍성군 충절로(홍성읍) 고암리 602-1 1층 세븐일레븐 편의점내,충남 홍성군 충절로 고암리 602-1
851,1등,기찬복권방,자동,전남 영암군 영암읍 역리 269-1 1층,전남 영암군 영암읍 역리 269-1
850,1등,마두5번출구가판로또,자동,경기 고양시 일산동구 마두동 801-1번지 마두역5번출구,경기 고양시 일산동구 마두동 801-1
850,1등,버스표판매소,자동,경기 고양시 덕양구 행신동 993번지 비금빌딩앞,경기 고양시 덕양구 행신동 993
850,1등,미나식품(로또판매점),자동,서울 강서구 방화동 484-23번지,서울 강서구 방화동 484-23
850,1등,세진전자통신,자동,대구 서구 평리동 1094-4번지,대구 서구 평리동 1094-4
850,1등,포유25대호점,자동,경기 오산시 궐동 679-3번지,경기 오산시 궐동 679-3
850,1등,썬마트,수동,충북 청주시 흥덕구 복대동 2719번지,충북 청주시 흥덕구 복대동 2719
849,1등,복권방,자동,강원 원주시 관설동(반곡관설동) 1702-1 1층 (CU),강원 원주시 관설동
849,1등,꿈로또복권전문점,수동,강원 강릉시 옥천동 287-14번지,강원 강릉시 옥천동 287-14
849,1등,장터슈퍼,수동,대전 동구 인동 212-1번지,대전 동구 인동 212-1
849,1등,대박로또방,자동,경기 광명시 광명동 158-789번지 1층편의점,경기 광명시 광명동 158-789
849,1등,로또복권판매점,수동,경기 안산시 상록구 일동 90번지,경기 안산시 상록구 일동 90
